sample,country,countryspecies,population,latwgs84,lonwgs84,latetrs89,lonetrs89
SE_FS_23_02,SE,SE_FS,SE_FS_23,55.949554,13.726714,3655534.318,4553857.135
SE_FS_23_03,SE,SE_FS,SE_FS_23,55.949125,13.7269,3655487.244,4553871.288
SE_FS_23_04,SE,SE_FS,SE_FS_23,55.948963,13.72635,3655467.459,4553837.918
SE_FS_23_05,SE,SE_FS,SE_FS_23,55.948667,13.726806,3655436.04,4553868.135
SE_FS_23_06,SE,SE_FS,SE_FS_23,55.94987,13.727073,3655570.598,4553877.67
SE_FS_23_07,SE,SE_FS,SE_FS_23,55.949958,13.726048,3655577.059,4553813.17
SE_FS_23_08,SE,SE_FS,SE_FS_23,55.949601,13.725766,3655536.471,4553797.684
SE_FS_23_09,SE,SE_FS,SE_FS_23,55.949753,13.724916,3655550.612,4553743.728
SE_FS_23_10,SE,SE_FS,SE_FS_23,55.949855,13.72437,3655560.181,4553709.044
SE_FS_23_11,SE,SE_FS,SE_FS_23,55.949996,13.723929,3655574.423,4553680.682
SE_FS_23_12,SE,SE_FS,SE_FS_23,55.950195,13.723571,3655595.381,4553657.158
SE_FS_23_13,SE,SE_FS,SE_FS_23,55.950508,13.723354,3655629.463,4553641.76
SE_FS_23_14,SE,SE_FS,SE_FS_23,55.950683,13.723409,3655649.09,4553644.156
SE_FS_23_15,SE,SE_FS,SE_FS_23,55.950459,13.723922,3655625.856,4553677.503
SE_FS_23_16,SE,SE_FS,SE_FS_23,55.950486,13.724586,3655631.005,4553718.788
SE_FS_23_17,SE,SE_FS,SE_FS_23,55.950355,13.72496,3655617.657,4553742.908
SE_FS_23_18,SE,SE_FS,SE_FS_23,55.950127,13.725407,3655593.765,4553772.159
SE_FS_23_19,SE,SE_FS,SE_FS_23,55.950469,13.725922,3655633.44,4553802.277
SE_FS_23_20,SE,SE_FS,SE_FS_23,55.950274,13.726757,3655614.473,4553855.551
SE_FS_23_21,SE,SE_FS,SE_FS_23,55.95147,13.726716,3655747.255,4553845.902
SE_FS_23_22,SE,SE_FS,SE_FS_23,55.951849,13.726741,3655789.456,4553845.216
SE_FS_23_23,SE,SE_FS,SE_FS_23,55.951974,13.725963,3655800.829,4553795.916
SE_FS_23_24,SE,SE_FS,SE_FS_23,55.951783,13.725373,3655777.692,4553760.224
SE_FS_23_25,SE,SE_FS,SE_FS_23,55.951443,13.725756,3655741.147,4553786.144
SE_FS_24_01,SE,SE_FS,SE_FS_24,56.403391,12.998566,3703862.189,4506224.914
SE_FS_24_02,SE,SE_FS,SE_FS_24,56.403915,12.997331,3703917.257,4506146.169
SE_FS_24_03,SE,SE_FS,SE_FS_24,56.403945,12.996179,3703917.622,4506074.914
SE_FS_24_04,SE,SE_FS,SE_FS_24,56.404146,12.995176,3703937.382,4506012.038
SE_FS_24_05,SE,SE_FS,SE_FS_24,56.404625,12.994461,3703988.791,4505965.611
SE_FS_24_06,SE,SE_FS,SE_FS_24,56.404648,12.993454,3703988.754,4505903.341
SE_FS_24_07,SE,SE_FS,SE_FS_24,56.404932,12.992329,3704017.43,4505832.54
SE_FS_24_08,SE,SE_FS,SE_FS_24,56.404944,12.991048,3704015.468,4505753.41
SE_FS_24_09,SE,SE_FS,SE_FS_24,56.404841,12.990007,3704001.339,4505689.644
SE_FS_24_10,SE,SE_FS,SE_FS_24,56.405272,12.98893,3704046.484,4505621.105
SE_FS_24_11,SE,SE_FS,SE_FS_24,56.405588,12.988173,3704079.668,4505572.87
SE_FS_24_12,SE,SE_FS,SE_FS_24,56.405911,12.986951,3704112.435,4505495.899
SE_FS_24_13,SE,SE_FS,SE_FS_24,56.40636,12.987244,3704163.104,4505511.841
SE_FS_24_14,SE,SE_FS,SE_FS_24,56.407063,12.986653,3704239.739,4505472.007
SE_FS_24_15,SE,SE_FS,SE_FS_24,56.407224,12.986142,3704256.325,4505439.697
SE_FS_24_16,SE,SE_FS,SE_FS_24,56.407392,12.984857,3704271.702,4505359.581
SE_FS_24_17,SE,SE_FS,SE_FS_24,56.407774,12.984049,3704312.095,4505307.887
SE_FS_24_18,SE,SE_FS,SE_FS_24,56.407794,12.983312,3704312.426,4505262.302
SE_FS_24_19,SE,SE_FS,SE_FS_24,56.407824,12.982542,3704313.786,4505214.632
SE_FS_24_20,SE,SE_FS,SE_FS_24,56.40759,12.981722,3704285.668,4505165.135
SE_FS_24_21,SE,SE_FS,SE_FS_24,56.407695,12.981015,3704295.528,4505120.996
SE_FS_24_22,SE,SE_FS,SE_FS_24,56.407671,12.979888,3704289.97,4505051.548
SE_FS_24_23,SE,SE_FS,SE_FS_24,56.407668,12.979302,3704288.135,4505015.393
SE_FS_24_24,SE,SE_FS,SE_FS_24,56.407882,12.978074,3704308.779,4504938.578
SE_FS_24_25,SE,SE_FS,SE_FS_24,56.407924,12.976946,3704310.559,4504868.755
